,,,,,,,,,,,,,,,,,,,,,,QT 2000 MPN,,QT-51 WELL MPN,
,,,,,,,Human,,Birds,,Dog,Muskrat,Ruminants,Acrobacter,Salmonella,Campylobacter,Enteroccocus ,STX1,STX2,Culture Arco,,TC Colilert ,EC Colilert,Enterolert,10 mL FC
,,,,,,,HF183,HumM2,CGO1,LeeSg,Dog3,MuBac,Rum2bac,Abutz hsp60,InvA,VD16S,Calibrator ,Shigatoxin 1,Shigatoxin 2,,,total coliforms,E. Coli,,thermotolerant colifroms
Date ,Date Sampled,Week ,Pond,Location,Sample ID,Rainfall (MM),Copies per 100 ml,,,,,,,,,,Cell Eqivalents (CCEs),,,,,,,,fecal coliforms
May 30 2017,5/30/17,Week 4,McCall_Lake,Outfall ML1,34831,0,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,463,No,No,,,299,48,37,48
May 30 2017,5/30/17,Week 4,McCall_Lake,Inlet 3/4,34832,0,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,79,No,No,,,47,2,<10,3
May 30 2017,5/30/17,Week 4,Inverness,Outfall WP26B,34833,0,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,176,Not tested,Not tested,,,more than 2419.6,<1,<10,21
May 30 2017,5/30/17,Week 4,Inverness,Outfalls/Inlet,34834,0,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,180,No,No,,,165,1,<10,8
May 30 2017,5/30/17,Week 4,Inverness,Outfall WP26D,34835,0,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,391,Not tested,Not tested,,,107,<1,6,10
May 30 2017,5/30/17,Week 4,Inverness,Outfall WP26C,34836,0,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,232,Not tested,Not tested,,,187,<1,<1,<10
June 1 2017,6/1/17,Week 4,Inverness,Outfalls/inlet,35445,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,197,Not tested,Not tested,,,131,<1,6,<10
June 1 2017,6/1/17,Week 4,Inverness,Outfall WP26B,35446,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,278,No,No,,,210,1,3,10
June 1 2017,6/1/17,Week 4,McCall_Lake,Outfall ML1,35447,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,23370,not detected,not detected,102,No,No,,,76,2,2,<10
June 1 2017,6/1/17,Week 4,Country Hills,Outfall WP3LE,35448,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,2720,No,No,,,more than 2419.6,8,3,<10
June 1 2017,6/1/17,Week 4,McCall_Lake,Inlet PR60,35449,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,106,No,No,,,205,18,3,<10
