,,,,,,,,,,,,,,,,,,,,,QT 2000 MPN,,QT-51 WELL MPN,
,,,,,,Human,,Birds,,Dog,Muskrat,Ruminants,Acrobacter,Salmonella,Campylobacter,Enteroccocus ,STX1,STX2,Culture Arco,,TC Colilert ,EC Colilert,Enterolert,10 mL FC
,,,,,,HF183,HumM2,CGO1,LeeSg,Dog3,MuBac,Rum2bac,Abutz hsp60,InvA,VD16S,Calibrator ,Shigatoxin 1,Shigatoxin 2,,,total coliforms,E. Coli,,thermotolerant colifroms
Date Sampled,Week ,Pond,Location,Sample ID,Rainfall,Copies per 100 ml,,,,,,,,,,Cell Eqivalents (CCEs),,,,,,,,fecal coliforms
,,Country Hills,outfall WP31C,39424,,not detected,not detected,DNQ,not detected,not detected,not detected,not detected,13596,not detected,not detected,545,No,Yes - CT 36,,,More than 2419.6,580,>201,530
,,Country Hills,Inlet WP31B,39425,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,60,No,No,,,more than 2419.6,8,11,10
,,Country Hills,Inlet WP31B,38080,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,8712,not detected,not detected,559,No,No,,,more than 2419.6,26,21,30
June 13 2017,,Country Hills,Outfall WP31A,38081,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,35406,not detected,not detected,257,No,No,,,more than 2419.6,5,29,<10
,,Country Hills,Outfall WP31E,38082,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,603,No,Yes - CT 24.43,,,more than 2419.6,11,86,10
,,Country Hills,Outfall WP31D,38083,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,174,No,No,,,more than 2419.6,148,38,130
,,Country Hills,Outfall WP31C,38084,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,575,No,No,,,more than 2419.6,249,>201,460
,,McCall Lake,Outfall ML2,38085,,81025.2,not detected,DNQ,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,3047,No,No,,,more than 2419.6,62,22,430
,,McCall Lake,Inlet PR60,38086,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,64200,not detected,DNQ,2703,No,No,,,more than 2419.6,142,201,90
,,McCall Lake,Outfall ML1,38087,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,156,No,No,,,more than 2419.6,2,6,<10
,,McCal Lake,Inlet 3/4,38088,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,1586,No,No,,,more than 2419.6,48,101,40
,,Inverness,Outfall WP26D,38089,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,100120.2,not detected,not detected,126,No,No,,,517,9,15,30
,,Inverness,Outfalls/inlet,38090,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,4696.2,not detected,not detected,119,No,No,,,613,10,5,<10
,,Inverness,Outfall WP26D,38091,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,37,No,No,,,488,1,8,<10
,,Inverness,Outfall WP26C,38092,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,50,No,No,,,more than 2419.6,22,16,<10
,,,,Blank week 6,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,none detected,,,,,,,,
June 20 2017,Week 7,inverness,Outfalls/Inlet,40574,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,11491.8,not detected,not detected,43,No,No,,,1986,3,29,<10
,,Inverness,Outfall WP26D,40575,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,90,No,No,,,365,22,3,20
,,McCall Lake,Inlet 3/4,40576,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,21,No,No,,,613,6,4,20
,,McCall Lake,Outfall ML1,40577,,not detected,not detected,43609.8,not detected,not detected,not detected,not detected,10893,not detected,not detected,720,No,No,,,649,46,9,90
,,McCall Lake,Inlet PR60,40578,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,19103.4,not detected,not detected,3421,No,No,,,more than 2419.6,365,>201,>600
,,McCall Lake,Outfall ML2,40579,,43069.8,DNQ,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,16959,No,No,,,More than 2419.6,33,5,70
,,Country Hills,Inlet WP31B,40580,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,44,No,No,,,276,6,1,20
,,Inverness,Outfall WP26C,40581,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,156,No,No,,,517,51,8,20
,,country Hills,Outfall WP31D,40582,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,471,No,No,,,1414,261,62,170
,,Country Hills,Outfall WP31A,40583,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,6465.6,not detected,not detected,403,No,No,,,649,1,9,10
,,Country Hills,Outfall WP31C,40584,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,16118.4,not detected,not detected,186,No,No,,,1414,86,201,130
,,Inverness,Outfall WP26B,40585,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,4,No,No,,,More than 2419.6,1,5,<10
,,Country Hills,Outfall WP31D,40586,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,363,No,No,,,613,6,5,<10
June 22 2017,,Country Hills,Outfall WP31C,41257,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,454,No,No,,,more than 2419.6,291,>201,480
,,Country Hills,Outfall WP31E,41258,,not detected,not detected,19989.6,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,299,No,No,,,1300,649,9,>600
,,Country Hills,Outfall WP31D,41259,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,2718.6,not detected,3072,201,No,No,,,1203,326,118,160
,,Inverness,Outfall WP26C,41260,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,5718.6,not detected,not detected,357,No,No,,,more than 2419.6,37,36,30
,,McCall Lake,Outfall ML1,41261,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,198,No,No,,,649,4,3,<10
,,Inverness,Outfall WP26B,41262,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,111,No,No,,,770,43,24,40
,,Inverness,Outfalls/Inlet,41263,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,2601,not detected,not detected,39,No,No,,,326,1,11,10
,,Country Hills,Inlet WP31B,41264,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,114,No,No,,,613,11,11,10
,,McCall Lake,Inlet 3/4,41265,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,9203.4,not detected,not detected,167,No,No,,,more than 2419.6,55,38,40
,,McCall Lake,Inlet PR60,41266,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,Inhibited,No,No,,,More than 2419.6,9,18,10
,,Inverness,Outfall WP26D,41267,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,75,No,No,,,187,10,2,20
,,McCall Lake,Outfall ML2,41268,,20173.8,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,420,No,No,,,more than 2419.6,59,53,50
,,Country Hills,Outfall WP31A,41269,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,270,No,No,,,921,26,8,30
,,,,blank ,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,none detected,,,,,,,,
,,,Dilution,41266 1:5,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,Inhibited,,,,,,,,
,,,Dilution,41266 1: 10,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,Inhibited,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
June 27 2017,Week 8,Country Hills,Outfall WP31C,42504,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,502,No,No,,,more than 2419.6,238,>201,340
,,country Hills,Outfall WP31E,42505,,23071.2,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,180,No,No,,,770,27,9,10
,,Country Hills,Inlet WP31B,42506,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,546,No,No,,,727,2,2,<10
,,Country Hills,Outfall WP31A,42507,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,278,No,rerun,,,727,1,4,<10
,,Country Hills,Outfall WP31D,42508,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,847,No,No,,,more than 2419.6,83,41,120
,,McCall Lake,Inlet 3/4,42509,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,23397,21,No,No,,,1300,2,12,<10
,,McCall Lake,Inlet PR60,42510,,not detected,not detected,not detected,23356.8,not detected,not detected,not detected,not detected,not detected,not detected,777,No,No,,,more than 2419.6,1,2,<10
,,McCall Lake,Outfall ML1,42511,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,139,No,No,,,1203,4,3,<10
,,McCall Lake,Outfall ML2,42512,,20130,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,189,No,No,,,more than 2419.6,59,32,70
,,Inverness,Outfall WP26D,42513,,not detected,not detected,not detected,not detected,not detected,23219.4,not detected,not detected,not detected,23410.2,612,No,No,,,More than 2419.6,248,83,200
,,Inverness,Outfall WP26B,42514,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,59,No,No,,,more than 2419.6,28,4,40
,,Inverness,Outfall WP26C,42515,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1273,No,No,,,more than 2419.6,6,34,<10
,,Inverness,Outfalls/inlet,42516,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,21655.2,not detected,not detected,357,No,No,,,more than 2419.6,18,5,10
June 29 2017,,Country Hills,Inlet WP31B,42917,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,70,No,No,,,649,12,1,20
,,Country Hills,Outfall WP31A,42918,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,132,No,No,,,687,3,1,10
,,Country Hills,Outfall WP31E,42919,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,23917.2,not detected,not detected,221,No,No,,,548,12,5,10
,,Country Hills,Outfall WP31D,42920,,20344.2,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,23373,10697,No,No,,,more than 2419.6,388,>201,340
,,Country Hills,Outfall WP31C,42921,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1171,No,No,,,more than 2419.6,236,>201,200
,,McCall Lake,Outfall ML2,42922,,19095,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,168,No,No,,,more than 2419.6,60,27,70
,,McCall Lake,Inlet PR60,42923,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,434,No,No,,,More than 2419.6,<1,12,<10
,,McCall Lake,Outfall ML1,42924,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,173,No,No,,,more than 2419.6,6,6,10
,,McCall Lake,Inlet 3/4,42925,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,23706,not detected,not detected,223,No,No,,,1046,9,10,10
,,Inverness,Outfall WP26B,42926,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,112,No,No,,,more than 2419.6,47,48,50
,,Inverness,Outfalls/Inlet,42927,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,19756.8,not detected,not detected,1377,No,No,,,more than 2419.6,62,22,90
,,Inverness,Outfall Wp26D,42928,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,23155.8,not detected,not detected,168,No,No,,,more than 2419.6,47,50,100
,,Inverness,Outfall Wp26C,42929,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,455,No,No,,,more than 2419.6,6,10,10
,,,,Blank,,,,,,,,,,,,none detected,,,,,,,,
July 4 2017,Week 9,McCall Lake,Outfall ML2,43887,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,343,No,No,,,1986,17,31,20
,,Country Hills,Outfall WP31A,43888,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,146,No,No,,,387,5,2,10
,,Inverness,Outfall WP26D,43889,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,117,No,No,,,more than 2419.6,33,16,50
,,Inverness,Outfalls/inlet,43890,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,237,No,No,,,more than 2419.6,18,6,20
,,Country Hills,Outfall WP31D,43891,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,165,No,No,,,1986,31,56,40
,,Inverness,Outfall WP26B,43892,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,79,No,No,,,more than 2419.6,36,5,60
,,Country Hills,Inlet WP31B,43893,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,73,No,yes - CT 32.673,,,1414,8,4,20
,,McCall Lake,Outfall ML1,43894,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,480,No,No,,,more than 2419.6,102,101,100
,,Country Hills,Outfall WP31C,43895,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,349,No,Yes - CT 36.168,,,More than 2419.6,179,118,100
,,McCall Lake,Inlet 3/4,43896,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,401,No,No,,,more than 2419.6,13,1,10
,,McCall Lake,Inlet PR60,43897,,22967.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,394,No,No,,,more than 2419.6,4,6,10
,,Country Hills,Outfall WP31E,43898,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,761,No,No,,,more than 2419.6,238,50,270
,,Inverness,Outfall WP26C,43899,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,76,No,No,,,more than 2419.6,9,19,10
Jul6 6 2017,,country Hills,,45024,,not detected,not detected,not detected,not detected,22119,not detected,not detected,not detected,not detected,not detected,443,No,No,,,more than 2419.6,42,95,50
,,Country Hills,,45025,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,427,No,No,,,more than 2419.6,51,48,140
,,McCall Lake,Inlet PR60,45026,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,440,No,No,,,1414,1,74,<10
,,Inverness,Outfall WP26D,45027,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,80,No,No,,,more than 2419.6,5,12,<10
,,inverness,Outfalls/inlet,45028,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,242,No,No,,,more than 2419.6,11,8,<10
,,Inverness,Outfall WP26B,45029,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,35,No,No,,,1414,48,21,30
,,Country Hills,Outfall WP31C,45030,,not detected,not detected,not detected,not detected,not detected,23046.6,not detected,not detected,not detected,not detected,314,No,No,,,more than 2419.6,158,130,230
,,Inverness,Outfall WP26D,45031,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,373,No,No,,,more than 2419.6,99,36,110
,,McCall Lake,Inlet 3/4,45032,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,217,No,No,,,548,NIL,1,<10
,,Country Hills,Inlet WP31B,45033,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,55,No,No,,,921,10,15,80
,,McCall Lake,Outfall M12,45034,,20116.2,22074,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,324,No,No,,,more than 2419.6,31,95,60
,,McCall Lake,Outfall M2L,45035,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,50,No,No,,,435,1,4,10
,,Country Hills,Outfall WP31A,45036,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,19138.2,67,No,No,,,411,1,6,20
,,,,Blank,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,none detected,,,,,,,,
42926,Week 10,Inverness,Outfall WP26D,46307,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,4650,No,No,,,more than 2419.6,172,201,172
10-Jul,,Inverness,Outfalls/inlet,46308,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,12348,not detected,not detected,10118,No,No,,,more than 2419.6,378,>201,>600
,,Inverness,Outfall WP26B,46309,,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,not detected,not detected,not detected,1078,No,Yes - CT 38.774,,,more than 2419.6,328,>201,470
,,Inverness,Outfall WP26C,46310,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1102,No,No,,,More than 2419.6,172,>201,150
,,Country Hills,Outfall WP31C,46311,,3042,not detected,not detected,not detected,not detected,not detected,not detected,10392,not detected,not detected,3940,Not Tested ,Not tested,,,more than 2419.6,more than 2419.6,>201,>600
,,Country Hills,Outfall WP31E,46312,,3516,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,2860,No,Yes - CT 30935,,,more than 2419.6,more than 2419.6,>201,>600
,,Country Hills,Outfall WP31D,46313,,11622,not detected,not detected,DNQ,9036,not detected,not detected,not detected,not detected,not detected,1069,No,Yes- CT 31.029,,,More than 2419.6,more than 2419.6,165,>600
,,Country Hills,Inlet WP31B,46314,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,189,No,No,,,more than 2419.6,157,165,170
,,Country Hills,Outfall WP31A,46315,,9606,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,338,No,No,,,more than 2419.6,108,145,160
,,McCall Lake,Outfall ML2,46316,,7740,DNQ,not detected,4224,not detected,not detected,not detected,3480,not detected,not detected,5113,Yes CT 34.934,yes- CT 35.698,,,more than 2419.6,more than 2419.6,>201,>600
,,McCall Lake,Inlet PR60,46317,,5310,not detected,not detected,9072,not detected,not detected,not detected,33954,not detected,not detected,11445,No,Yes - CT 36.517,,,more than 2419.6,more than 2419.6,>201,>600
,,McCall Lake,Inlet 3/4,46318,,4128,not detected,not detected,51168,not detected,not detected,not detected,28380,not detected,not detected,18101,No,Yes - 33.169,,,more than 2419.6,more than 2419.6,>201,>600
,,McCall Lake,Outfall ML1,46319,,4128,not detected,not detected,not detected,not detected,not detected,not detected,17496,not detected,DNQ,4634,No,Yes -35.495,,,more than 2419.6,more than 2419.6,>201,>600
42928,,Country Hills,Inlet WP31B,46777,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,97,No,No,,,980,51,3,30
12-Jul,,Country Hills,Outfall WP31A,46778,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,142,No,No,,,866,31,4,30
,,Country Hills,Outfall WP31E,46779,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,479,No,No,,,more than 2419.6,137,201,170
,,Country Hills,Outfall WP31D,46780,,not detected,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,292,No,No,,,more than 2419.6,214,78,220
,,Country Hills,Outfall WP31C,46781,,3396,not detected,not detected,not detected,not detected,not detected,not detected,13506,not detected,not detected,1724,No,Yes - CT 28.395,,,more than 2419.6,1414,>201,>600
,,McCall Lake,Outfall ML2,46782,,100470,4134,not detected,12924,not detected,not detected,not detected,not detected,not detected,DNQ,1416,No,Yes -CT 30.573,,,more than 2419.6,more than 2419.6,>201,>600
,,McCall Lake,Inlet PR60,46783,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,18354,not detected,not detected,3215,No,Yes -CT 38.642,,,more than 2419.6,172,78,230
,,McCall Lake,Outfall ML1,46784,,2058,not detected,not detected,not detected,not detected,DNQ,not detected,26976,not detected,not detected,1644,No,Yes - CT 38.166,,,more than 2419.6,250,>201,370
,,McCall Lake,Inlet 3/4,46785,,not detected,not detected,not detected,DNQ,not detected,not detected,not detected,8994,not detected,not detected,97,No,,,,more than 2419.6,166,34,At least 280 (precise quanitation could not be done due to background growth)
,,Inverness,Outfall WP26B,46786,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,583,No,,,,more than 2419.6,11,9,20
,,Inverness,Outfalls/inlet,46787,,2640,not detected,not detected,not detected,not detected,not detected,not detected,6708,not detected,not detected,290,No,,,,more than 2419.6,28,25,40
,,Inverness,Outfall WP26D,46788,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,386,No,,,,more than 2419.6,13,27,<10
,,Inverness,Outfall WP26C,46789,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,356,No,,,,more than 2419.6,22,29,<10
,,,,blank,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
42933,Week 11,Country Hills,Outfall WP31A,46820,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,142,No,No,,,1046,23,10,23
17-Jul,,Country Hills,Inlet WP3LB,46821,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,310,No,No,,,1986,32,6,30
,,Country Hills,Outfall WP31E,46822,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,367,No,No,,,more than 2419.6,20,11,40
,,Country Hills,Outfall Wp31D,46823,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,480,No,No,,,more than 2419.6,187,53,120
,,Country Hills,Outfall WP31C,46824,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,7710,not detected,DNQ,454,No,No,,,more than 2419.6,166,118,130
,,McCall Lake,Outfall ML2,46825,,6276,not detected,not detected,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,1540,No,No,,,more than 2419.6,326,165,>600
,,McCall Lake,Inlet PR60,46826,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,910,No,No,,,more than 2419.6,57,10,100
,,McCall Lake,Outfall M21,46827,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,3568,No,No,,,more than 2419.6,205,29,390
,,McCall Lake,Inlet 3/4,46828,,2058,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,24833,No,No,,,more than 2419.6,116,15,160
,,Inverness,Outfall WP26B,46829,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,151,No,No,,,more than 2419.6,28,24,10
,,Inverness,Outfalls/Inlet,48339,,DNQ,not detected,5322,not detected,not detected,not detected,not detected,not detected,not detected,not detected,549,No,No,,,1733,11,<1,10
,,Inverness,Outfall Wp26D,48340,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,210,No,No,,,more than 2419.6,38,3,40
,,Inverness,Outfall WP26C,48341,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,367,No,No,,,1120,17,2,40
42935,,Country Hills,Outfall WP3D,49083,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,299,No,No,,,more than 2419.6,20,8,30
19-Jul,,Country Hills,Outfall WP31E,49084,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,522,No,No,,,more than 2419.6,96,38,30
,,Country Hills,Outfall WP31A,49085,,not detected,not detected,not detected,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,222,No,No,,,1553,15,1,10
,,Country Hills,Inlet WP31B,49086,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,163,No,No,,,1120,24,8,10
,,Country Hills,Outfall WP31C,49087,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,561,No,No,,,more than 2419.6,199,165,170
,,Inverness,Outfall WP26C,49088,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,310,No,No,,,more than 2419.6,27,6,30
,,Inverness,Outfall WP26D,49089,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,137,No,No,,,more than 2419.6,3,2,<10
,,Inverness,Outfall WP26B,49090,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,102,No,No,,,more than 2419.6,27,6,40
,,Inverness,Outfalls/inlet,49091,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,996,No,No,,,more than 2419.6,15,31,10
,,McCall Lake,Outfall ML1,49092,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,145,No,Yes - CT 35.251,,,548,4,6,10
,,McCall Lake,Inlet PR60,49093,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,463,No,No,,,1414,28,25,70
,,McCall Lake,Outfall ML2,49094,,24906,DNQ,not detected,not detected,not detected,not detected,not detected,6858,not detected,not detected,1540,No,Yes - CT 30.628,,,more than 2419.6,548,>201,>600
,,McCall Lake,Inlet 3/4,49095,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,4434,not detected,not detected,213,No,No,,,more than 2419.6,20,43,30
,,,,blank ,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,none detected,,,,,,,,
,Special investigation,,MH537E,481,,8262,DNQ,,,,,,9570,,,32711,Not Tested,Not Tested,,,,,,
,,,MH503S,482,,12342,not detected,,,,,,not detected,,,6931,Not Tested,Not Tested,,,,,,
,,,MH503W,483,,not detected,not detected,,,,,,not detected,,,87998,Not Tested,Not Tested,,,total coliforms,E. Coli,,thermotolerant colifroms
Week 12,,Country Hills Inlet,Inlet WP31B,50260,,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,964,Yes CT 34,No,,,more than 2419.6,15,9,20
42940,,Country Hills,Outfall WP31A,50261,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,569,No,No,,,more than 2419.6,4,4,10
24-Jul,,Country Hills,Outfall Wp31E,50262,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,564,No,No,,,more than 2419.6,9,21,10
,,Country Hills,Outfall WP31D,50263,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1748,No,No,,,more than 2419.6,11,1,20
,,Country Hills,Outfall Wp31C,50264,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,8264,No,No,,,more than 2419.6,249,101,360
,,McCall Lake,Outfall ML2,50265,,49878,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,21410,No,No,,,more than 2419.6,387,>201,>600
,,McCall Lake,Inlet PR60,50266,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,7450,No,Yes CT 27,,,more than 2419.6,35,11,110
,,McCall Lake,Outfall ML1,50267,,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1363,No,No,,,more than 2419.6,40,6,40
,,McCall Lake,Inlet 3/4,50268,,not detected,not detected,not detected,not detected,not detected,#VALUE!,not detected,not detected,not detected,not detected,1239,No,No,,,more than 2419.6,8,1,10
